trx_code,trx_id,rek_code,rek,creationdate,type,amount,balance
535683,319939209,2623,6240,2024-07-01 00:20:36+07:00,2,2997.64,520363.28
545216,320049145,9718,10957,2024-07-01 00:36:45+07:00,2,1407.42,204278.21
84657,101256086,3799,7665,2023-04-12 14:52:36+07:00,1,2000000.0,8002384.83
536506,319949318,11213,1734,2024-07-01 00:22:04+07:00,2,3074.89,198654.2
103237,101238839,893,15169,2023-04-12 14:24:38+07:00,5,-5200000.0,7225124.16
546585,320065485,2297,7638,2024-07-01 00:39:10+07:00,4,,50661.6
154163,101364005,3821,15923,2023-04-12 21:39:48+07:00,5,-254400.0,5070329.58
154164,101368106,5614,1207,2023-04-12 21:57:52+07:00,5,-26500.0,19303409.94
14437,208911254,5614,1207,2023-09-22 07:51:25+07:00,1,1000000.0,18653359.58
45397,167039544,5614,1207,2023-06-18 13:21:38+07:00,1,200000.0,14607924.73
24881,101323397,5614,1207,2023-04-12 18:37:14+07:00,5,-100000.0,19329909.94
163102,208908906,4090,11745,2023-09-22 07:02:33+07:00,1,2903.0,98729.58
88148,208908663,1035,6672,2023-09-22 07:02:04+07:00,1,10779.0,886525.52
626444,250189166,3799,7665,2024-01-10 18:30:13+07:00,5,-100000.0,423889.98
99146,324230966,1688,7977,2024-07-01 10:12:23+07:00,5,-187463.0,2758682.93
147971,324194328,515,541,2024-07-01 07:07:11+07:00,1,25051.0,3287063.38
407698,324375034,15927,11920,2024-07-01 19:04:06+07:00,5,-14000.0,5420393.92
631189,218758298,9718,10957,2023-10-23 07:08:33+07:00,1,17858.0,320752.51
301272,218948948,4090,11745,2023-10-25 07:08:43+07:00,1,2903.0,189013.81
20497,218757915,4090,11745,2023-10-23 07:07:32+07:00,1,2903.0,183207.81
411211,208373983,515,541,2023-09-17 07:02:55+07:00,1,10358.0,97814.0
410833,208373643,2623,6240,2023-09-17 07:02:11+07:00,1,10010.0,585694.15
614343,208373765,2297,7638,2023-09-17 07:02:32+07:00,1,4966.0,288716.04
627123,208421364,19034,7354,2023-09-17 20:49:36+07:00,1,252600.0,253626.45
640995,208373978,19108,11284,2023-09-17 07:02:55+07:00,1,20100.0,193803.0
357726,208373768,19034,7354,2023-09-17 07:02:32+07:00,1,4966.0,253626.45
317197,208373646,6583,15414,2023-09-17 07:02:12+07:00,1,8142.0,49935.84
180142,208373615,3533,6228,2023-09-17 07:02:05+07:00,1,39094.0,5110969.81
29074,208373941,11213,1734,2023-09-17 07:02:52+07:00,1,40323.0,166170.0
26816,208373878,4090,11745,2023-09-17 07:02:46+07:00,1,2903.0,84214.58
180150,208421579,2297,7638,2023-09-17 20:53:18+07:00,1,287700.0,288716.04
627122,208403968,19034,7354,2023-09-17 16:36:34+07:00,5,-252600.0,1026.45
611282,208404003,2297,7638,2023-09-17 16:37:03+07:00,5,-287700.0,1016.04
358033,208411336,11465,7639,2023-09-17 18:22:50+07:00,5,-50000.0,7887360.99
358036,208413150,2346,9437,2023-09-17 18:49:00+07:00,5,-100000.0,800794.6
626427,208408261,18084,6376,2023-09-17 17:38:14+07:00,5,-50000.0,2850554.02
237881,324355987,893,15169,2024-07-01 18:04:28+07:00,5,-117000.0,5526989.51
184825,324292174,19084,15442,2024-07-01 14:42:46+07:00,5,-4000.0,48770157.96
557834,324265029,1688,7977,2024-07-01 12:50:48+07:00,5,-1500000.0,357682.93
87060,199817026,3821,15923,2023-08-24 14:26:22+07:00,5,-55000.0,3838066.74
638984,199817309,3821,15923,2023-08-24 14:28:39+07:00,5,-15000.0,3823066.74
199839,199730869,19034,7354,2023-08-24 07:02:13+07:00,1,4966.0,134013.62
193759,101377199,3821,15923,2023-04-12 22:47:20+07:00,1,255000.0,5325329.58
406887,199731030,4090,11745,2023-08-24 07:02:30+07:00,1,2903.0,14515.0
177620,199730867,2297,7638,2023-08-24 07:02:13+07:00,1,4966.0,169013.65
541367,320004431,4090,11745,2024-07-01 00:30:10+07:00,2,432.7,96747.76
238543,324194279,6719,2109,2024-07-01 07:07:07+07:00,1,16853.0,3705922.7
531458,319886788,515,541,2024-07-01 00:12:34+07:00,7,-2643.31,3262012.38
305094,199861414,1688,7977,2023-08-24 18:50:38+07:00,5,-150000.0,440067.45
525522,319815521,19108,11284,2024-07-01 00:01:35+07:00,7,-2379.88,2930784.47
545217,320049147,9718,10957,2024-07-01 00:36:45+07:00,7,-281.48,203996.73
24891,119341637,1922,2526,2023-05-01 16:40:18+07:00,5,-200000.0,4466198.92
12919,105546002,2623,6240,2023-05-01 00:31:40+07:00,2,3.04,1474.04
11118,105413807,2524,9210,2023-05-01 00:19:43+07:00,2,3732.53,9216180.76
8253,105212666,2212,5908,2023-05-01 00:01:29+07:00,4,,2002.51
157199,117363089,3799,7665,2023-05-01 07:18:29+07:00,5,-5000000.0,2609646.13
11010,105406775,3799,7665,2023-05-01 00:19:06+07:00,2,11576.62,7611961.45
9844,105321272,893,15169,2023-05-01 00:11:25+07:00,2,24073.66,12839197.82
645907,261197251,2212,5908,2024-02-04 23:06:58+07:00,5,-300000.0,22142748.07
616853,261123136,2979,8562,2024-02-04 14:55:10+07:00,5,-300000.0,5700618.48
522469,261102130,1688,7977,2024-02-04 12:15:33+07:00,5,-30000.0,3700174.06
182543,261119837,2604,13082,2024-02-04 14:33:47+07:00,5,-25000.0,868130.14
616855,261134205,2604,13082,2024-02-04 16:00:34+07:00,5,-20000.0,830130.14
12918,105545996,2623,6240,2023-05-01 00:31:40+07:00,4,,1471.0
154800,166127592,3533,6228,2023-06-13 01:03:55+07:00,1,39094.0,1368958.87
275562,261181117,2212,5908,2024-02-04 20:52:52+07:00,5,-100000.0,22442748.07
597202,261180535,2212,5908,2024-02-04 20:49:35+07:00,5,-100000.0,22542748.07
181969,260996141,3821,15923,2024-02-03 17:31:14+07:00,5,-1000000.0,8146469.41
83645,166241946,2524,9210,2023-06-13 15:15:59+07:00,1,856000.0,5377100.53
236523,166295217,2524,9210,2023-06-13 19:35:49+07:00,1,823000.0,6200100.53
327021,166237644,5614,1207,2023-06-13 14:57:38+07:00,1,1310000.0,14800167.73
11433,105437612,7868,825,2023-05-01 00:21:51+07:00,7,-462.24,1880440.19
198753,166139145,2623,6240,2023-06-13 07:50:27+07:00,1,3866.0,192750.11
236505,166139532,6583,15414,2023-06-13 07:50:57+07:00,1,8142.0,182868.72
101916,166230027,2524,9210,2023-06-13 14:23:09+07:00,5,-1791471.0,4521100.53
584852,166145445,893,15169,2023-06-13 09:05:20+07:00,5,-32000.0,13040534.99
117122,166149723,1922,2526,2023-06-13 09:48:21+07:00,5,-2800000.0,52887.42
236509,166165818,7868,825,2023-06-13 11:40:02+07:00,5,-100000.0,107525.09
154813,166299981,2524,9210,2023-06-13 20:00:12+07:00,5,-10000.0,6190100.53
117123,166158051,5614,1207,2023-06-13 10:52:49+07:00,5,-40000.0,13500167.73
83641,166158126,5614,1207,2023-06-13 10:53:14+07:00,5,-10000.0,13490167.73
125870,260922130,3799,7665,2024-02-03 09:22:35+07:00,5,-500000.0,1755010.05
597171,260922868,2212,5908,2024-02-03 09:28:45+07:00,5,-200000.0,23600418.07
291782,176868351,1922,2526,2023-07-01 00:09:24+07:00,7,-1132.66,3007418.04
181976,261045256,19084,15442,2024-02-03 22:36:31+07:00,5,-50000.0,39393663.28
635510,261014721,11465,7639,2024-02-03 19:15:07+07:00,5,-50000.0,13519076.55
436932,261049527,2979,8562,2024-02-03 23:17:22+07:00,5,-30000.0,6390618.48
284014,260999916,2297,7638,2024-02-03 17:52:49+07:00,5,-25000.0,11814.38
110734,261016828,2524,9210,2024-02-03 19:27:01+07:00,5,-20000.0,12555446.64
125880,261002252,19034,7354,2024-02-03 18:05:59+07:00,5,-20000.0,11856.81
593631,260966313,2212,5908,2024-02-03 14:51:18+07:00,5,-100000.0,23500418.07
328816,261025478,2524,9210,2024-02-03 20:19:42+07:00,5,-100000.0,12455446.64
522437,260908095,11213,1734,2024-02-03 07:10:00+07:00,1,44113.0,458053.75
132695,260897257,18084,6376,2024-02-03 01:58:26+07:00,1,1750000.0,1754209.04
597167,260908094,9718,10957,2024-02-03 07:10:00+07:00,1,17858.0,109329.79
328802,260908301,2623,6240,2024-02-03 07:10:27+07:00,1,10010.0,550113.92
110716,260907871,4090,11745,2024-02-03 07:09:30+07:00,1,2903.0,240445.45
645863,260908483,1035,6672,2024-02-03 07:10:49+07:00,1,10779.0,434673.19
645875,260956995,7868,825,2024-02-03 13:53:14+07:00,5,-1500000.0,3003618.36
274719,260908630,15382,2864,2024-02-03 07:11:10+07:00,1,51000.0,4561453.09
597170,260908939,6583,15414,2024-02-03 07:11:54+07:00,1,8142.0,3395504.77
522435,260907878,3533,6228,2024-02-03 07:09:31+07:00,1,39094.0,10566108.07
593623,260909075,12429,10694,2024-02-03 07:12:14+07:00,1,22444.0,1554636.68
92826,260909100,515,541,2024-02-03 07:12:17+07:00,1,40066.0,3552276.54
92823,260905785,1688,7977,2024-02-03 06:55:37+07:00,1,2500000.0,3800174.06
522457,261039259,2212,5908,2024-02-03 21:46:22+07:00,5,-70000.0,23430418.07
328818,261034834,1688,7977,2024-02-03 21:16:34+07:00,5,-70000.0,3730174.06
274717,260908234,6719,2109,2024-02-03 07:10:18+07:00,1,16853.0,1286413.2
635495,260907982,19108,11284,2024-02-03 07:09:44+07:00,1,10570.0,1794522.48
436920,260928528,2524,9210,2024-02-03 10:16:41+07:00,5,-53000.0,12575446.64
328819,261038480,5614,1207,2024-02-03 21:41:00+07:00,5,-350000.0,16029795.6
645872,260950121,5614,1207,2024-02-03 13:06:53+07:00,5,-3500000.0,16379795.6
132698,260908323,13507,9175,2024-02-03 07:10:30+07:00,1,26916.0,468809.35
452415,280869505,11465,7639,2024-04-01 00:23:24+07:00,4,,21587768.48
501348,324205445,1688,7977,2024-07-01 08:03:44+07:00,5,-302500.0,2946145.93
9587,105302021,5614,1207,2023-05-01 00:09:39+07:00,7,-8870.37,21082691.42
542360,320015824,3799,7665,2024-07-01 00:31:54+07:00,7,-952.49,2452653.12
531467,319886896,12429,10694,2024-07-01 00:12:35+07:00,7,-4162.43,4935034.66
469843,324197373,13507,9175,2024-07-01 07:18:49+07:00,1,26916.0,585941.28
469837,324196221,1035,6672,2024-07-01 07:17:27+07:00,1,10272.0,162019.97
428958,324218425,19084,15442,2024-07-01 09:10:23+07:00,5,-500000.0,49244157.96
99145,324227428,14602,13945,2024-07-01 09:54:54+07:00,5,-2053600.0,2051.07
319858,324196474,19108,11284,2024-07-01 07:17:45+07:00,1,20361.0,2951145.47
180297,168170409,2623,6240,2023-06-24 07:45:30+07:00,1,3866.0,235276.11
538110,319966833,6719,2109,2024-07-01 00:24:41+07:00,2,14457.27,3691961.15
527274,319837427,6583,15414,2024-07-01 00:05:03+07:00,7,-2717.39,2920708.86
545806,320055333,13507,9175,2024-07-01 00:37:39+07:00,7,-269.41,559025.28
421941,324197389,12429,10694,2024-07-01 07:18:50+07:00,1,22444.0,4957478.66
25668,119353193,7868,825,2023-05-01 17:37:53+07:00,5,-50000.0,1830440.19
12920,105546008,2623,6240,2023-05-01 00:31:40+07:00,7,-0.61,1473.43
102361,119311922,2524,9210,2023-05-01 13:59:01+07:00,5,-814145.0,8401289.25
546144,320059864,1688,7977,2024-07-01 00:38:19+07:00,7,-1296.25,3248645.93
457306,280934081,13507,9175,2024-04-01 00:32:36+07:00,4,,2005804.58
11011,105406778,3799,7665,2023-05-01 00:19:06+07:00,7,-2315.32,7609646.13
528463,319851751,5614,1207,2024-07-01 00:07:16+07:00,4,,25105144.83
546239,320060907,2346,9437,2024-07-01 00:38:28+07:00,7,-603.92,2002698.12
157394,102177830,3821,15923,2023-04-16 06:50:55+07:00,1,300000.0,5350329.58
540822,319998722,2604,13082,2024-07-01 00:29:21+07:00,4,,1458.05
319079,324194310,11213,1734,2024-07-01 07:07:10+07:00,1,44113.0,242152.22
330701,324300895,18084,6376,2024-07-01 15:13:49+07:00,5,-8000.0,3901605.33
529952,319868894,3821,15923,2024-07-01 00:09:53+07:00,2,84160.31,20334636.36
408967,324272855,20365,11071,2024-07-01 13:26:19+07:00,1,3000000.0,17527689.01
53219,103244903,7868,825,2023-04-21 10:25:10+07:00,1,1780000.0,1823091.23
10278,105350279,3821,15923,2023-05-01 00:14:02+07:00,2,9217.37,5830546.95
540787,319998470,1035,6672,2024-07-01 00:29:19+07:00,2,298.66,151807.7
147989,324266196,15927,11920,2024-07-01 12:55:51+07:00,5,-10000.0,5434393.92
501363,324282385,19084,15442,2024-07-01 14:09:55+07:00,5,-200000.0,49044157.96
531457,319886785,515,541,2024-07-01 00:12:34+07:00,2,13216.56,3264655.69
546143,320059862,1688,7977,2024-07-01 00:38:19+07:00,2,6481.26,3249942.18
407668,324194564,3533,6228,2024-07-01 07:07:31+07:00,1,39094.0,16164922.14
184820,324235729,1688,7977,2024-07-01 10:35:06+07:00,5,-901000.0,1857682.93
408999,324428286,2979,8562,2024-07-01 22:25:04+07:00,5,-100000.0,461519.67
541373,320004503,19084,15442,2024-07-01 00:30:11+07:00,2,213274.45,49786812.85
543388,320027051,7868,825,2024-07-01 00:33:31+07:00,4,,6596.42
539685,319985433,19034,7354,2024-07-01 00:27:27+07:00,7,-51.68,50898.76
303096,285456351,2524,9210,2024-04-03 00:37:11+07:00,1,1732000.0,13859836.53
570146,358739858,14301,2673,2024-09-27 11:54:35+07:00,5,-500000.0,2500000.83
33415,359159876,14602,13945,2024-09-27 23:33:55+07:00,1,138000.0,18066984.59
513190,358723840,2346,9437,2024-09-27 11:30:16+07:00,1,1000000.0,1001017.55
415030,358535562,3533,6228,2024-09-27 07:14:47+07:00,1,39094.0,19501368.32
355598,359056651,18084,6376,2024-09-27 19:51:09+07:00,5,-500000.0,4101094.12
293480,166986378,5614,1207,2023-06-18 00:15:47+07:00,1,110500.0,14357924.73
58510,166985958,3533,6228,2023-06-18 00:07:55+07:00,1,39094.0,1564428.87
183052,217503870,4090,11745,2023-10-11 07:02:24+07:00,1,2903.0,154177.81
358559,217503574,6583,15414,2023-10-11 07:01:55+07:00,1,8142.0,1021430.15
281025,248743294,4090,11745,2024-01-01 07:14:51+07:00,1,2903.0,149745.97
20275,217495235,2979,8562,2023-10-11 01:35:42+07:00,1,300000.0,2010795.91
612418,219008937,7868,825,2023-10-25 16:02:08+07:00,5,-1960000.0,40272.35
358057,217365681,11213,1734,2023-10-10 07:02:42+07:00,1,40323.0,687422.82
97619,217386387,2604,13082,2023-10-10 11:57:19+07:00,1,23455.0,2244104.55
13753,199598778,2346,9437,2023-08-23 06:56:47+07:00,1,500000.0,501546.42
117231,217365392,6583,15414,2023-10-10 07:02:07+07:00,1,8142.0,1013288.15
95962,217364904,7868,825,2023-10-10 07:00:15+07:00,5,-3000000.0,5760772.35
117230,217361373,11465,7639,2023-10-10 05:33:26+07:00,1,2620000.0,12147449.05
97615,217375399,5614,1207,2023-10-10 09:32:20+07:00,5,-500000.0,20443052.76
97618,217386244,2604,13082,2023-10-10 11:55:40+07:00,5,-17000.0,2220649.55
615874,217365368,3533,6228,2023-10-10 07:02:01+07:00,1,39094.0,6028556.31
358054,217365492,1688,7977,2023-10-10 07:02:21+07:00,1,20218.0,530713.59
20274,217455972,5614,1207,2023-10-10 20:55:16+07:00,1,200000.0,20943052.76
20269,217442517,893,15169,2023-10-10 18:53:32+07:00,5,-350000.0,11227098.24
358073,217365706,515,541,2023-10-10 07:02:43+07:00,1,20497.0,447935.96
358072,217365700,19108,11284,2023-10-10 07:02:43+07:00,1,10570.0,551979.32
408168,199599363,4090,11745,2023-08-23 07:02:28+07:00,1,2903.0,11612.0
178267,199599186,19034,7354,2023-08-23 07:02:11+07:00,1,4966.0,129047.62
639096,199601285,7868,825,2023-08-23 07:59:01+07:00,1,800000.0,1238765.7
408166,199599056,2623,6240,2023-08-23 07:01:48+07:00,1,3866.0,468943.71
178266,199599138,1035,6672,2023-08-23 07:02:05+07:00,1,10779.0,582797.91
305076,199633145,7868,825,2023-08-23 15:26:43+07:00,5,-175000.0,825000.7
625164,199633593,1688,7977,2023-08-23 15:31:53+07:00,5,-100000.0,590067.45
628778,199662160,2524,9210,2023-08-23 20:53:20+07:00,5,-20000.0,5836468.6
111429,199619701,2524,9210,2023-08-23 12:59:52+07:00,5,-14000.0,5856468.6
316921,201424416,3821,15923,2023-08-31 15:09:34+07:00,4,,1066.74
624254,218939780,2979,8562,2023-10-25 02:29:28+07:00,5,-10000.0,1890795.91
627050,207911186,2979,8562,2023-09-11 06:48:19+07:00,1,200000.0,1236906.57
634835,207912427,19108,11284,2023-09-11 07:02:48+07:00,1,10059.0,103287.0
611493,207912098,1035,6672,2023-09-11 07:02:21+07:00,1,10779.0,778735.52
317137,207912087,9718,10957,2023-09-11 07:02:20+07:00,1,17858.0,898111.97
640945,207978067,11465,7639,2023-09-11 20:26:03+07:00,1,22.0,8126860.99
88015,207912304,4090,11745,2023-09-11 07:02:40+07:00,1,2903.0,66796.58
29026,207978039,11465,7639,2023-09-11 20:25:35+07:00,1,6400.0,8126838.99
614298,207972089,7868,825,2023-09-11 19:17:48+07:00,5,-900000.0,3673621.13
410774,207912009,2623,6240,2023-09-11 07:02:05+07:00,1,3866.0,544066.15
611228,207912431,515,541,2023-09-11 07:02:48+07:00,1,5145.0,51305.0
180085,207961440,7868,825,2023-09-11 17:23:37+07:00,1,3000000.0,4573621.13
614295,207912399,11213,1734,2023-09-11 07:02:45+07:00,1,40323.0,574232.0
26777,207967477,893,15169,2023-09-11 18:28:28+07:00,1,500000.0,12790489.46
640936,207912144,2297,7638,2023-09-11 07:02:25+07:00,1,4966.0,258920.04
627059,207953757,2346,9437,2023-09-11 16:07:54+07:00,5,-17000.0,1200794.6
180076,207911978,3533,6228,2023-09-11 07:02:00+07:00,1,39094.0,4876405.81
357661,207912150,19034,7354,2023-09-11 07:02:26+07:00,1,4966.0,223830.45
626366,207961112,2604,13082,2023-09-11 17:20:07+07:00,5,-300000.0,5076699.32
357982,207984868,7868,825,2023-09-11 21:56:28+07:00,5,-400000.0,3273621.13
627064,207988018,11465,7639,2023-09-11 23:04:05+07:00,5,-100000.0,8026860.99
300981,217386243,2604,13082,2023-10-10 11:55:40+07:00,5,-17000.0,2237649.55
78104,348411035,3799,7665,2024-09-01 00:27:57+07:00,4,,2428538.67
633900,207661559,11213,1734,2023-09-08 07:02:45+07:00,1,40323.0,453263.0
640916,207661342,2297,7638,2023-09-08 07:02:25+07:00,1,4966.0,244022.04
626323,207661290,9718,10957,2023-09-08 07:02:19+07:00,1,17858.0,844537.97
317603,207661212,6583,15414,2023-09-08 07:02:05+07:00,1,8142.0,129225.84
180842,207661593,19108,11284,2023-09-08 07:02:48+07:00,1,10059.0,73110.0
615058,207716994,2524,9210,2023-09-08 19:08:42+07:00,5,-89000.0,6629655.96
633899,207661492,4090,11745,2023-09-08 07:02:40+07:00,1,2903.0,58087.58
14290,207661344,19034,7354,2023-09-08 07:02:25+07:00,1,4966.0,208932.45
113197,207707507,2604,13082,2023-09-08 17:21:34+07:00,5,-16800.0,1143199.32
615051,207661595,515,541,2023-09-08 07:02:48+07:00,1,5145.0,35870.0
15641,207668234,1922,2526,2023-09-08 09:11:50+07:00,5,-1500000.0,1012255.35
614259,207661207,2623,6240,2023-09-08 07:02:04+07:00,1,3866.0,532468.15
317601,207655453,2524,9210,2023-09-08 01:49:09+07:00,5,-30000.0,6718655.96
615054,207672530,2604,13082,2023-09-08 10:23:54+07:00,5,-100000.0,1159999.32
180045,207661179,3533,6228,2023-09-08 07:01:59+07:00,1,39094.0,4759123.81
633898,207661304,1035,6672,2023-09-08 07:02:20+07:00,1,10779.0,757177.52
87496,207676464,1688,7977,2023-09-08 11:21:21+07:00,5,-50000.0,75539.95
358068,217365485,1035,6672,2023-10-10 07:02:20+07:00,1,10779.0,410830.7
357921,207310021,9718,10957,2023-09-04 07:02:15+07:00,1,17858.0,773105.97
614208,207309946,6583,15414,2023-09-04 07:02:02+07:00,1,8142.0,96657.84
26689,207310091,19034,7354,2023-09-04 07:02:23+07:00,1,4966.0,189068.45
26687,207309906,3533,6228,2023-09-04 07:01:56+07:00,1,39094.0,4602747.81
317061,207310085,2297,7638,2023-09-04 07:02:22+07:00,1,4966.0,224158.04
641782,207309937,2623,6240,2023-09-04 07:02:01+07:00,1,3866.0,517004.15
611167,207310365,515,541,2023-09-04 07:02:43+07:00,1,5145.0,15290.0
317068,207354767,7868,825,2023-09-04 16:59:58+07:00,1,2050000.0,5428221.13
15607,207310031,1035,6672,2023-09-04 07:02:17+07:00,1,10779.0,714061.52
317555,207310257,4090,11745,2023-09-04 07:02:37+07:00,1,2903.0,46475.58
180008,207310363,19108,11284,2023-09-04 07:02:43+07:00,1,10059.0,32874.0
317063,207310333,11213,1734,2023-09-04 07:02:41+07:00,1,40323.0,291971.0
615021,207369215,7868,825,2023-09-04 19:36:39+07:00,5,-414600.0,5013621.13
614210,207310606,2604,13082,2023-09-04 07:08:21+07:00,5,-16000.0,1477199.32
87459,207344927,1688,7977,2023-09-04 15:33:20+07:00,5,-100000.0,175539.95
633862,207344942,7868,825,2023-09-04 15:33:23+07:00,5,-100000.0,3378221.13
320863,185521584,11465,7639,2023-07-01 01:17:03+07:00,7,-3189.04,7549741.47
317834,168623562,3533,6228,2023-06-27 01:00:26+07:00,1,39094.0,1877180.87
290337,168633654,2623,6240,2023-06-27 07:01:33+07:00,1,3866.0,246874.11
24273,168833928,2524,9210,2023-06-27 23:30:02+07:00,5,-90000.0,5551100.53
273840,168641802,11465,7639,2023-06-27 08:31:50+07:00,5,-50000.0,5453985.32
220276,168810135,7868,825,2023-06-27 19:57:51+07:00,5,-2500.0,1414025.09
181057,168834054,2524,9210,2023-06-27 23:32:02+07:00,5,-2500.0,5548600.53
220275,168809886,7868,825,2023-06-27 19:56:13+07:00,5,-40000.0,1416525.09
502731,168805164,2979,8562,2023-06-27 19:27:14+07:00,5,-100000.0,2301113.14
40431,168777918,1922,2526,2023-06-27 16:57:23+07:00,5,-300000.0,1302887.42
40432,168796857,7868,825,2023-06-27 18:38:57+07:00,5,-200000.0,1456525.09
179853,168685710,5614,1207,2023-06-27 13:14:43+07:00,1,200000.0,16978924.73
118686,190393893,2524,9210,2023-07-21 02:58:34+07:00,5,-20000.0,5586340.42
52420,189583782,1035,6672,2023-07-17 07:02:14+07:00,1,10779.0,183285.0
51636,189583650,9718,10957,2023-07-17 07:02:12+07:00,1,17858.0,198581.38
605161,189583323,2623,6240,2023-07-17 07:01:48+07:00,1,3866.0,324613.72
183019,189633699,2604,13082,2023-07-17 13:27:23+07:00,5,-77000.0,8534040.06
51643,189629457,2524,9210,2023-07-17 13:02:33+07:00,5,-25000.0,5946340.42
585080,189724746,2524,9210,2023-07-17 20:49:42+07:00,5,-100000.0,5836340.42
585077,189656517,2979,8562,2023-07-17 15:14:02+07:00,5,-100000.0,2656667.68
413572,190404540,19034,7354,2023-07-21 07:02:23+07:00,1,4966.0,19898.0
223,190404552,2297,7638,2023-07-21 07:02:24+07:00,1,4966.0,19898.0
297600,190404099,6583,15414,2023-07-21 07:02:15+07:00,1,8142.0,353905.23
299935,190403571,3533,6228,2023-07-21 07:01:30+07:00,1,39094.0,2818450.34
299943,190505619,6583,15414,2023-07-21 15:50:43+07:00,5,-250000.0,103905.23
297603,190462251,7868,825,2023-07-21 13:09:35+07:00,5,-50000.0,304198.43
52463,190502496,3821,15923,2023-07-21 15:39:45+07:00,5,-13100.0,1519252.12
52454,190404309,1035,6672,2023-07-21 07:02:19+07:00,1,10779.0,226401.0
244484,190403889,2623,6240,2023-07-21 07:01:54+07:00,1,3866.0,340077.72
53470,190404207,9718,10957,2023-07-21 07:02:17+07:00,1,17858.0,270013.38
53475,190474281,2979,8562,2023-07-21 14:02:43+07:00,5,-100000.0,2506667.68
309585,358535889,2623,6240,2024-09-27 07:14:58+07:00,1,10010.0,107168.76
312752,358536180,11213,1734,2024-09-27 07:15:10+07:00,1,44113.0,47987.96
320862,185521389,11465,7639,2023-07-01 01:17:03+07:00,2,15945.19,7552930.51
320512,186147978,9718,10957,2023-07-01 07:02:42+07:00,1,17858.0,37859.38
189365,186221313,893,15169,2023-07-01 13:41:26+07:00,5,-26000.0,12931157.38
189359,186152397,2604,13082,2023-07-01 07:42:53+07:00,5,-300000.0,9546440.06
24561,183831417,3533,6228,2023-07-01 01:04:38+07:00,1,39094.0,2036570.34
189355,186147441,6583,15414,2023-07-01 07:02:32+07:00,1,8142.0,191065.23
189354,186147069,2623,6240,2023-07-01 07:02:07+07:00,1,3866.0,262757.72
320520,186221748,2524,9210,2023-07-01 13:43:44+07:00,5,-259000.0,4852178.42
172063,311082804,11465,7639,2024-06-01 15:30:07+07:00,5,-600.0,21774047.5
463807,311081353,11465,7639,2024-06-01 15:24:39+07:00,5,-40000.0,21818147.5
321264,184204662,9718,10957,2023-07-01 01:07:44+07:00,2,1.73,20001.73
291994,184880625,10641,8538,2023-07-01 01:12:15+07:00,7,-13.82,400055.28
396098,306835520,3799,7665,2024-06-01 00:32:51+07:00,7,-1001.97,1073105.16
589065,166328718,3533,6228,2023-06-14 00:20:40+07:00,1,39094.0,1408052.87
168422,166336359,3799,7665,2023-06-14 06:08:44+07:00,1,400000.0,1713823.78
7602,166455753,5614,1207,2023-06-14 19:29:00+07:00,1,151257.0,14847424.73
589070,166342941,6583,15414,2023-06-14 07:51:03+07:00,1,8142.0,191010.72
604792,166342533,2623,6240,2023-06-14 07:50:31+07:00,1,3866.0,196616.11
168423,166341372,2604,13082,2023-06-14 07:38:57+07:00,5,-3000.0,8902005.33
315910,166375014,2524,9210,2023-06-14 12:12:15+07:00,5,-12000.0,6178100.53
604799,166457151,2524,9210,2023-06-14 19:35:32+07:00,5,-10000.0,6168100.53
302529,166341318,2604,13082,2023-06-14 07:38:05+07:00,5,-15000.0,8905005.33
44316,166430427,5614,1207,2023-06-14 17:12:53+07:00,5,-104000.0,14696167.73
291993,184880358,10641,8538,2023-07-01 01:12:15+07:00,2,69.1,400069.1
321265,184204818,9718,10957,2023-07-01 01:07:44+07:00,7,-0.35,20001.38
24581,186257262,2524,9210,2023-07-01 16:04:11+07:00,1,1010000.0,5862178.42
360599,189583521,6583,15414,2023-07-17 07:02:10+07:00,1,8142.0,321337.23
401776,189672327,2524,9210,2023-07-17 16:23:46+07:00,5,-10000.0,5936340.42
605166,189688206,11465,7639,2023-07-17 17:38:43+07:00,5,-490000.0,6389741.47
108496,167129349,3533,6228,2023-06-19 00:54:59+07:00,1,39094.0,1603522.87
189182,167200662,2524,9210,2023-06-19 14:56:38+07:00,1,1468000.0,7501100.53
590837,167139624,2623,6240,2023-06-19 07:50:37+07:00,1,3866.0,215946.11
590843,167229912,7868,825,2023-06-19 17:33:12+07:00,1,1840000.0,1946525.09
293494,167139957,6583,15414,2023-06-19 07:51:06+07:00,1,8142.0,231720.72
111231,167256108,3799,7665,2023-06-19 20:23:22+07:00,5,-200000.0,2363823.78
590841,167200776,2524,9210,2023-06-19 14:57:10+07:00,5,-1464000.0,6037100.53
293499,167226831,3799,7665,2023-06-19 17:17:43+07:00,5,-100000.0,2563823.78
590844,167236635,2979,8562,2023-06-19 18:13:41+07:00,5,-150000.0,2501113.14
45412,167197686,2604,13082,2023-06-19 14:40:31+07:00,5,-100000.0,8439505.33
15801,167171364,7868,825,2023-06-19 12:04:32+07:00,5,-30000.0,106525.09
636802,275016236,12429,10694,2024-03-21 07:14:40+07:00,1,22444.0,2615916.03
580463,275016368,3533,6228,2024-03-21 07:15:04+07:00,1,39094.0,12442315.63
636803,275017170,1035,6672,2024-03-21 07:17:42+07:00,1,10779.0,82223.1
636638,275016324,515,541,2024-03-21 07:14:55+07:00,1,20550.0,2601050.24
